UniProtKB,Gene_symbol,Endogenous_interactions_with_virus_targets,Endogenous_interactions_with_virus_targets(No.),Endogenous_interactions_with_spike_targets(Frequency),Endogenous_interactions_with_envelope_targets(Frequency),Endogenous_interactions_with_membrane_targets(Frequency),Endogenous_interactions_with_nucleocapsid_targets(Frequency),Endogenous_interactions_with_orf3a_targets(Frequency),Endogenous_interactions_with_orf6_targets(Frequency),Endogenous_interactions_with_orf7a_targets(Frequency),Endogenous_interactions_with_orf8_targets(Frequency),Endogenous_interactions_with_orf10_targets(Frequency),Endogenous_interactions_with_NSP1_targets(Frequency),Endogenous_interactions_with_NSP2_targets(Frequency),Endogenous_interactions_with_NSP3_targets(Frequency),Endogenous_interactions_with_NSP4_targets(Frequency),Endogenous_interactions_with_NSP5_targets(Frequency),Endogenous_interactions_with_NSP6_targets(Frequency),Endogenous_interactions_with_NSP7_targets(Frequency),Endogenous_interactions_with_NSP8_targets(Frequency),Endogenous_interactions_with_NSP9_targets(Frequency),Endogenous_interactions_with_NSP10_targets(Frequency),Endogenous_interactions_with_NSP11_targets(Frequency),Endogenous_interactions_with_NSP12_targets(Frequency),Endogenous_interactions_with_NSP13_targets(Frequency),Endogenous_interactions_with_NSP14_targets(Frequency),Endogenous_interactions_with_NSP15_targets(Frequency),Endogenous_interactions_with_NSP16_targets(Frequency)
P40429,RPL13A,E:ZC3H18;M:STOM;M:AAR2;nsp13:CEP250;nsp8:LARP7;nsp8:MEPCE;,6,0,0.167,0.067,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0.025,0,0,N/A
Q9Y224,RTRAF,N:G3BP1;N:FAM98A;nsp13:NIN;nsp8:MEPCE;orf10:PPT1;orf10:CUL2;,6,0,0,0,0.133,0,0,0,0,0.222,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0.025,0,0,N/A
P49411,TUFM,M:AAR2;N:G3BP1;nsp13:PRKACA;nsp8:MEPCE;orf10:CUL2;orf8:POGLUT3;,6,0,0,0.033,0.067,0,0,0,0.021,0.111,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0.025,0,0,N/A
P30154,PPP2R1B,N:CSNK2B;nsp1:POLA1;nsp7:RAB7A;nsp7:RAB18;nsp7:RALA;nsp13:CEP43;,6,0,0,0,0.067,0,0,0,0,0,0.167,0,N/A,0,0,0,0.094,0,0,0,N/A,0,0.025,0,0,N/A
Q9H444,CHMP4B,M:ATP6V1A;nsp13:CDK5RAP2;nsp7:RAB5C;nsp7:RAB7A;orf10:ELOC;orf6:NUP98;,6,0,0,0.033,0,0,0.333,0,0,0.111,0,0,N/A,0,0,0,0.062,0,0,0,N/A,0,0.025,0,0,N/A
Q9NPF4,OSGEP,nsp13:PDE4DIP;nsp7:RAB5C;orf10:ELOC;orf10:ELOB;orf10:CUL2;orf8:ERP44;,6,0,0,0,0,0,0,0,0.021,0.333,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0.025,0,0,N/A
Q9UBW8,COPS7A,N:FAM98A;N:CSNK2B;nsp13:PRKAR2B;nsp7:TOR1AIP1;orf10:CUL2;orf10:RBX1;,6,0,0,0,0.133,0,0,0,0,0.222,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0.025,0,0,N/A
Q9P0L0,VAPA,M:ATP6V1A;M:STOM;M:YIF1A;nsp13:PRKACA;nsp7:RAB8A;orf8:NEU1;,6,0,0,0.1,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0.025,0,0,N/A
Q96EB6,SIRT1,E:BRD4;N:CSNK2B;N:CSNK2A2;nsp13:TLE1;nsp5:HDAC2;orf8:DNMT1;,6,0,0.167,0,0.133,0,0,0,0.021,0,0,0,N/A,0,1,0,0,0,0,0,N/A,0,0.025,0,0,N/A
P20073,ANXA7,M:ATP6V1A;N:MOV10;N:G3BP1;nsp13:TLE1;nsp4:DNAJC11;orf8:PLD3;,6,0,0,0.033,0.133,0,0,0,0.021,0,0,0,N/A,0.125,0,0,0,0,0,0,N/A,0,0.025,0,0,N/A
O15198,SMAD9,M:PSMD8;N:PABPC4;nsp1:PKP2;nsp13:CEP135;orf8:SIL1;orf8:CHPF;,6,0,0,0.033,0.067,0,0,0,0.043,0,0.167,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0,N/A
Q9UK73,FEM1B,nsp13:GORASP1;orf10:CUL2;orf10:ELOC;orf10:ELOB;orf10:RBX1;orf8:FOXRED2;,6,0,0,0,0,0,0,0,0.021,0.444,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0,N/A
P20042,EIF2S2,M:ETFA;M:BZW2;N:CSNK2B;N:UPF1;N:G3BP1;nsp13:TLE1;,6,0,0,0.067,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0,N/A
Q86WV1,SKAP1,nsp1:POLA1;nsp12:USP54;nsp12:MYCBP2;orf10:CUL2;orf10:MAP7D1;orf8:PUSL1;,6,0,0,0,0,0,0,0,0.021,0.222,0.167,0,N/A,0,0,0,0,0,0,0,N/A,0.1,0,0,0,N/A
Q9UBC2,EPS15L1,N:MOV10;nsp10:AP2M1;nsp12:SBNO1;nsp7:GNG5;nsp9:DCAF7;orf8:HYOU1;,6,0,0,0,0.067,0,0,0,0.021,0,0,0,N/A,0,0,0,0.031,0,0.062,0.2,N/A,0.05,0,0,0,N/A
Q00536,CDK16,N:CSNK2A2;N:CSNK2B;nsp12:PLEKHA5;nsp2:EIF4E2;nsp8:LARP7;nsp9:NUP54;,6,0,0,0,0.133,0,0,0,0,0,0,0.143,N/A,0,0,0,0,0.042,0.062,0,N/A,0.05,0,0,0,N/A
P63261,ACTG1,E:ZC3H18;M:AAR2;nsp12:RIPK1;nsp8:LARP7;nsp8:MEPCE;orf10:RBX1;,6,0,0.167,0.033,0,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0.05,0,0,0,N/A
P45983,MAPK8,N:CSNK2A2;nsp12:CRTC3;nsp7:RHOA;nsp8:ATE1;orf3a:SUN2;orf6:NUP98;,6,0,0,0,0.067,0.125,0.333,0,0,0,0,0,N/A,0,0,0,0.031,0.042,0,0,N/A,0.05,0,0,0,N/A
Q13107,USP4,M:ATP1B1;nsp12:RIPK1;nsp2:EIF4E2;nsp5:HDAC2;nsp8:MEPCE;orf8:NPC2;,6,0,0,0.033,0,0,0,0,0.021,0,0,0.143,N/A,0,1,0,0,0.042,0,0,N/A,0.05,0,0,0,N/A
P53701,HCCS,M:AAR2;nsp12:CRTC3;nsp7:COMT;nsp7:RAB2A;nsp7:RAB14;nsp7:DCAKD;,6,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0,0.125,0,0,0,N/A,0.05,0,0,0,N/A
P31689,DNAJA1,M:AAR2;N:G3BP1;nsp12:RIPK1;nsp5:HDAC2;orf10:PPT1;orf10:CUL2;,6,0,0,0.033,0.067,0,0,0,0,0.222,0,0,N/A,0,1,0,0,0,0,0,N/A,0.05,0,0,0,N/A
Q6W2J9,BCOR,E:ZC3H18;nsp12:UBAP2L;nsp4:DNAJC11;orf10:ELOC;orf8:ERP44;orf8:IL17RA;,6,0,0.167,0,0,0,0,0,0.043,0.111,0,0,N/A,0.125,0,0,0,0,0,0,N/A,0.05,0,0,0,N/A
Q9Y3F4,STRAP,M:ACADM;M:AAR2;N:MOV10;N:G3BP1;nsp12:LARP4B;orf10:PPT1;,6,0,0,0.067,0.133,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0,0,0,N/A,0.05,0,0,0,N/A
Q9Y6Y0,IVNS1ABP,N:G3BP2;N:LARP1;N:PABPC4;N:DDX21;N:UPF1;nsp12:SBNO1;,6,0,0,0,0.333,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0.05,0,0,0,N/A
P02533,KRT14,M:AAR2;nsp1:PKP2;nsp10:AP2M1;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0,0,0,0,0,0.111,0.167,0,N/A,0,0,0,0,0.083,0,0.2,N/A,0,0,0,0,N/A
P13647,KRT5,M:AAR2;nsp1:PKP2;nsp10:AP2M1;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0,0,0,0,0,0.111,0.167,0,N/A,0,0,0,0,0.083,0,0.2,N/A,0,0,0,0,N/A
Q6PD62,CTR9,E:ZC3H18;nsp10:ERGIC1;nsp2:FKBP15;nsp8:LARP7;orf10:ELOB;orf10:ELOC;,6,0,0.167,0,0,0,0,0,0,0.222,0,0.143,N/A,0,0,0,0,0.042,0,0.2,N/A,0,0,0,0,N/A
O15496,PLA2G10,nsp10:GFER;nsp8:ATE1;orf8:ERO1B;orf8:COL6A1;orf8:PLAT;orf8:ADAMTS1;,6,0,0,0,0,0,0,0,0.085,0,0,0,N/A,0,0,0,0,0.042,0,0.2,N/A,0,0,0,0,N/A
P35240,NF2,M:AKAP8L;N:MOV10;N:PABPC4;N:G3BP2;nsp10:GRPEL1;orf3a:CLCC1;,6,0,0,0.033,0.2,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0.2,N/A,0,0,0,0,N/A
Q15645,TRIP13,M:AAR2;nsp7:COMT;nsp8:LARP7;nsp8:MEPCE;nsp9:FBLN5;orf8:PUSL1;,6,0,0,0.033,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0.031,0.083,0.062,0,N/A,0,0,0,0,N/A
P13639,EEF2,M:AAR2;N:UPF1;nsp8:LARP7;nsp8:MEPCE;nsp9:EIF4H;orf10:PPT1;,6,0,0,0.033,0.067,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0.062,0,N/A,0,0,0,0,N/A
P53621,COPA,M:AAR2;N:MOV10;nsp8:HECTD1;nsp8:LARP7;nsp9:SPART;orf8:EDEM3;,6,0,0,0.033,0.067,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0.083,0.062,0,N/A,0,0,0,0,N/A
P52292,KPNA2,M:AAR2;N:G3BP1;nsp8:LARP7;nsp8:MEPCE;nsp9:NUP62;orf6:NUP98;,6,0,0,0.033,0.067,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0.083,0.062,0,N/A,0,0,0,0,N/A
P04632,CAPNS1,M:TUBGCP3;M:TUBGCP2;M:AAR2;nsp7:RAB1A;nsp8:MEPCE;nsp9:MAT2B;,6,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0.042,0.062,0,N/A,0,0,0,0,N/A
O14757,CHEK1,N:CSNK2B;nsp1:POLA1;nsp2:EIF4E2;nsp8:AATF;nsp9:NEK9;orf8:DNMT1;,6,0,0,0,0.067,0,0,0,0.021,0,0.167,0.143,N/A,0,0,0,0,0.042,0.062,0,N/A,0,0,0,0,N/A
Q96EA4,SPDL1,N:RPL36;N:UPF1;N:DDX21;nsp8:MRPS2;nsp9:NEK9;orf10:RBX1;,6,0,0,0,0.2,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.042,0.062,0,N/A,0,0,0,0,N/A
Q13619,CUL4A,N:PABPC1;N:DDX21;N:PABPC4;nsp7:GNB1;nsp9:DCAF7;orf10:RBX1;,6,0,0,0,0.2,0,0,0,0,0.111,0,0,N/A,0,0,0,0.031,0,0.062,0,N/A,0,0,0,0,N/A
O15067,PFAS,M:BZW2;M:AAR2;N:MOV10;nsp2:RAP1GDS1;nsp9:MAT2B;orf8:ERP44;,6,0,0,0.067,0.067,0,0,0,0.021,0,0,0.143,N/A,0,0,0,0,0,0.062,0,N/A,0,0,0,0,N/A
O00308,WWP2,M:TUBGCP2;N:MOV10;N:G3BP1;N:G3BP2;N:PABPC1;nsp9:SPART;,6,0,0,0.033,0.267,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0.062,0,N/A,0,0,0,0,N/A
P82914,MRPS15,nsp8:MRPS27;nsp8:MRPS2;nsp8:LARP7;nsp8:MEPCE;nsp8:MRPS25;nsp8:MRPS5;,6,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.25,0,0,N/A,0,0,0,0,N/A
Q92665,MRPS31,nsp8:MRPS5;nsp8:MRPS25;nsp8:MRPS27;nsp8:MRPS2;nsp8:LARP7;nsp8:MEPCE;,6,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.25,0,0,N/A,0,0,0,0,N/A
Q9Y291,MRPS33,nsp8:MRPS27;nsp8:MRPS2;nsp8:LARP7;nsp8:MEPCE;nsp8:MRPS5;orf8:CISD3;,6,0,0,0,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0.208,0,0,N/A,0,0,0,0,N/A
P49458,SRP9,N:CSNK2A2;nsp8:SRP54;nsp8:SRP72;nsp8:SRP19;nsp8:LARP7;nsp8:MEPCE;,6,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0.208,0,0,N/A,0,0,0,0,N/A
Q92552,MRPS27,N:MOV10;nsp8:MRPS25;nsp8:MRPS2;nsp8:LARP7;nsp8:MEPCE;nsp8:MRPS5;,6,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0.208,0,0,N/A,0,0,0,0,N/A
Q9UHB9,SRP68,N:RBM28;nsp8:SRP54;nsp8:SRP19;nsp8:SRP72;nsp8:LARP7;nsp8:MEPCE;,6,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0.208,0,0,N/A,0,0,0,0,N/A
Q9Y3D5,MRPS18C,N:MOV10;nsp8:MRPS27;nsp8:MRPS2;nsp8:LARP7;nsp8:MEPCE;nsp8:MRPS5;,6,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0.208,0,0,N/A,0,0,0,0,N/A
Q9Y2R9,MRPS7,M:TUBGCP3;nsp8:MRPS27;nsp8:MRPS2;nsp8:LARP7;nsp8:MEPCE;nsp8:MRPS5;,6,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.208,0,0,N/A,0,0,0,0,N/A
Q8TF46,DIS3L,nsp2:GIGYF2;nsp2:EIF4E2;nsp8:EXOSC3;nsp8:EXOSC5;nsp8:EXOSC8;nsp8:EXOSC2;,6,0,0,0,0,0,0,0,0,0,0,0.286,N/A,0,0,0,0,0.167,0,0,N/A,0,0,0,0,N/A
Q96SI9,STRBP,N:LARP1;N:UPF1;nsp8:NSD2;nsp8:LARP7;nsp8:MRPS27;nsp8:MEPCE;,6,0,0,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0.167,0,0,N/A,0,0,0,0,N/A
Q9NPD3,EXOSC4,M:ETFA;N:UPF1;nsp8:EXOSC8;nsp8:EXOSC3;nsp8:EXOSC5;nsp8:EXOSC2;,6,0,0,0.033,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0.167,0,0,N/A,0,0,0,0,N/A
Q66K89,E4F1,N:DDX21;N:UPF1;N:MOV10;nsp8:MRPS5;nsp8:MRPS2;nsp8:LARP7;,6,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0.125,0,0,N/A,0,0,0,0,N/A
Q9UL18,AGO1,N:UPF1;N:MOV10;N:PABPC1;nsp8:MRPS27;nsp8:MRPS5;nsp8:MEPCE;,6,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0.125,0,0,N/A,0,0,0,0,N/A
P62081,RPS7,E:ZC3H18;M:TUBGCP3;M:AAR2;nsp8:LARP7;nsp8:MEPCE;nsp8:EXOSC5;,6,0,0.167,0.067,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.125,0,0,N/A,0,0,0,0,N/A
Q9BQG0,MYBBP1A,M:AAR2;nsp8:NSD2;nsp8:LARP7;orf10:ELOC;orf10:ELOB;nsp7:MTARC1;,6,0,0,0.033,0,0,0,0,0,0.222,0,0,N/A,0,0,0,0.031,0.083,0,0,N/A,0,0,0,0,N/A
P10599,TXN,M:AAR2;N:G3BP1;nsp7:TOR1AIP1;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0.067,0,0,0,0,0.111,0,0,N/A,0,0,0,0.031,0.083,0,0,N/A,0,0,0,0,N/A
Q8TBF4,ZCRB1,N:LARP1;N:UPF1;N:DDX21;nsp7:RAB5C;nsp8:LARP7;nsp8:CCDC86;,6,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0.083,0,0,N/A,0,0,0,0,N/A
P29692,EEF1D,M:AAR2;nsp5:HDAC2;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;orf6:NUP98;,6,0,0,0.033,0,0,0.333,0,0,0.111,0,0,N/A,0,1,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P63162,SNRPN,M:AAR2;N:UPF1;nsp2:GIGYF2;nsp8:LARP7;nsp8:MEPCE;orf10:ELOC;,6,0,0,0.033,0.067,0,0,0,0,0.111,0,0.143,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q14444,CAPRIN1,M:AAR2;N:G3BP1;N:G3BP2;nsp2:GIGYF2;nsp8:LARP7;nsp8:MEPCE;,6,0,0,0.033,0.133,0,0,0,0,0,0,0.143,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P36542,ATP5F1C,M:ATP6V1A;M:COQ8B;nsp1:POLA2;nsp8:HECTD1;nsp8:LARP7;orf8:CISD3;,6,0,0,0.067,0,0,0,0,0.021,0,0.167,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P35268,RPL22,E:ZC3H18;N:CSNK2A2;nsp8:LARP7;nsp8:MEPCE;orf10:PPT1;orf10:CUL2;,6,0,0.167,0,0.067,0,0,0,0,0.222,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P32969,RPL9,E:ZC3H18;M:AAR2;nsp8:LARP7;nsp8:MEPCE;orf10:PPT1;orf10:CUL2;,6,0,0.167,0.033,0,0,0,0,0,0.222,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q92598,HSPH1,M:AAR2;nsp8:LARP7;nsp8:MEPCE;orf10:PPT1;orf8:PLOD2;orf8:EDEM3;,6,0,0,0.033,0,0,0,0,0.043,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P12004,PCNA,M:AAR2;N:G3BP1;nsp8:MRPS25;nsp8:NSD2;orf10:CUL2;orf8:DNMT1;,6,0,0,0.033,0.067,0,0,0,0.021,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P62316,SNRPD2,E:ZC3H18;M:AAR2;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;orf8:OS9;,6,0,0.167,0.033,0,0,0,0,0.021,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
O14979,HNRNPDL,M:GGCX;N:PABPC4;N:LARP1;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0.133,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P24534,EEF1B2,M:AAR2;N:CSNK2A2;N:MOV10;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0.133,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q562R1,ACTBL2,M:AAR2;N:CSNK2A2;N:G3BP1;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0.133,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q07955,SRSF1,E:ZC3H18;N:MOV10;N:SNIP1;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0.167,0,0.133,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P62847,RPS24,E:ZC3H18;M:AAR2;N:CSNK2A2;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0.167,0.033,0.067,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q13151,HNRNPA0,E:ZC3H18;M:PSMD8;M:AAR2;nsp8:LARP7;nsp8:MEPCE;orf10:CUL2;,6,0,0.167,0.067,0,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P23284,PPIB,M:AAR2;N:MOV10;nsp8:LARP7;nsp8:MEPCE;orf8:PLOD2;orf8:OS9;,6,0,0,0.033,0.067,0,0,0,0.043,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
O00425,IGF2BP3,M:TUBGCP3;N:MOV10;N:G3BP1;nsp8:LARP7;nsp8:MEPCE;orf6:RAE1;,6,0,0,0.033,0.133,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P62841,RPS15,M:TUBGCP3;M:AAR2;N:CSNK2A2;nsp8:LARP7;nsp8:MEPCE;orf6:NUP98;,6,0,0,0.067,0.067,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q99613,EIF3C,N:CSNK2A2;N:LARP1;N:SNIP1;N:G3BP1;nsp8:LARP7;nsp8:MEPCE;,6,0,0,0,0.267,0,0,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q14152,EIF3A,M:AAR2;N:UPF1;N:LARP1;N:G3BP1;nsp8:LARP7;nsp8:MEPCE;,6,0,0,0.033,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q09161,NCBP1,E:ZC3H18;N:UPF1;N:PABPC1;N:SNIP1;nsp8:LARP7;nsp8:MEPCE;,6,0,0.167,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q14978,NOLC1,E:AP3B1;N:CSNK2A2;N:MOV10;N:CSNK2B;nsp8:NSD2;nsp8:LARP7;,6,0,0.167,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
P18621,RPL17,E:ZC3H18;M:AAR2;N:CSNK2A2;N:RPL36;nsp8:LARP7;nsp8:MEPCE;,6,0,0.167,0.033,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0.083,0,0,N/A,0,0,0,0,N/A
Q8TC07,TBC1D15,M:SLC30A9;nsp4:IDE;nsp7:RAB8A;nsp7:RAB5C;nsp8:MEPCE;orf10:CUL2;,6,0,0,0.033,0,0,0,0,0,0.111,0,0,N/A,0.125,0,0,0.062,0.042,0,0,N/A,0,0,0,0,N/A
P51532,SMARCA4,E:BRD4;M:REEP5;N:SNIP1;nsp5:HDAC2;nsp7:RAB5C;nsp8:NSD2;,6,0,0.167,0.033,0.067,0,0,0,0,0,0,0,N/A,0,1,0,0.031,0.042,0,0,N/A,0,0,0,0,N/A
P62937,PPIA,M:AAR2;N:CSNK2A2;N:G3BP1;nsp7:RAB5C;nsp8:MEPCE;orf10:PPT1;,6,0,0,0.033,0.133,0,0,0,0,0.111,0,0,N/A,0,0,0,0.031,0.042,0,0,N/A,0,0,0,0,N/A
Q15047,SETDB1,N:MOV10;N:PABPC4;N:SNIP1;nsp1:POLA2;nsp5:HDAC2;nsp8:HECTD1;,6,0,0,0,0.2,0,0,0,0,0,0.167,0,N/A,0,1,0,0,0.042,0,0,N/A,0,0,0,0,N/A
P32970,CD70,M:COQ8B;M:INTS4;nsp8:NARS2;orf6:NUP98;orf7a:MDN1;orf7a:HEATR3;,6,0,0,0.067,0,0,0.333,1,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
P38919,EIF4A3,E:ZC3H18;M:AAR2;N:UPF1;N:PABPC1;N:SNIP1;nsp8:LARP7;,6,0,0.167,0.033,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0,N/A
P11171,EPB41,nsp6:ATP5MG;nsp7:RAB2A;nsp7:RAB8A;nsp7:RAB5C;nsp7:RAB10;orf10:ELOC;,6,0,0,0,0,0,0,0,0,0.111,0,0,N/A,0,0,0.25,0.125,0,0,0,N/A,0,0,0,0,N/A
O75787,ATP6AP2,M:ATP6V1A;nsp6:ATP6AP1;nsp7:RAB14;nsp7:RALA;nsp7:RAB7A;nsp7:RHOA;,6,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0.25,0.125,0,0,0,N/A,0,0,0,0,N/A
Q6DD88,ATL3,M:FASTKD5;M:RTN4;nsp7:RAB14;nsp7:RAB1A;nsp7:RAB5C;orf8:ITGB1;,6,0,0,0.067,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0.094,0,0,0,N/A,0,0,0,0,N/A
P04626,ERBB2,nsp1:PKP2;nsp6:ATP6AP1;nsp7:GNB1;nsp7:ACSL3;orf6:MTCH1;orf8:ITGB1;,6,0,0,0,0,0,0.333,0,0.021,0,0.167,0,N/A,0,0,0.25,0.062,0,0,0,N/A,0,0,0,0,N/A
Q9NX40,OCIAD1,M:PMPCB;M:PMPCA;N:MOV10;nsp6:ATP5MG;nsp7:RAB5C;nsp7:CYB5R3;,6,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0.25,0.062,0,0,0,N/A,0,0,0,0,N/A
Q9Y279,VSIG4,M:INTS4;M:TUBGCP3;M:SLC30A9;nsp4:TIMM29;nsp7:RAB18;orf6:MTCH1;,6,0,0,0.1,0,0,0.333,0,0,0,0,0,N/A,0.125,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
Q86TM6,SYVN1,M:FAM8A1;nsp2:POR;nsp7:SELENOS;orf3a:HMOX1;orf8:OS9;orf8:ERLEC1;,6,0,0,0.033,0,0.125,0,0,0.043,0,0,0.143,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O14508,SOCS2,M:PSMD8;M:PMPCB;M:RTN4;nsp7:RAB1A;orf10:ELOB;orf10:ELOC;,6,0,0,0.1,0,0,0,0,0,0.222,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
Q13291,SLAMF1,M:INTS4;nsp7:RAB18;orf6:MTCH1;orf8:ADAM9;orf8:OS9;orf8:IL17RA;,6,0,0,0.033,0,0,0.333,0,0.064,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
O43291,SPINT2,M:TUBGCP2;M:SLC30A7;N:MOV10;orf3a:ALG5;orf3a:ARL6IP6;nsp7:MTARC1;,6,0,0,0.067,0.067,0.25,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0,N/A
Q9BWF3,RBM4,N:RBM28;N:DDX21;N:PABPC1;nsp2:EIF4E2;nsp4:DNAJC11;orf10:CUL2;,6,0,0,0,0.2,0,0,0,0,0.111,0,0.143,N/A,0.125,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q99807,COQ7,M:PMPCA;M:PMPCB;M:PITRM1;M:ETFA;M:COQ8B;nsp4:IDE;,6,0,0,0.167,0,0,0,0,0,0,0,0,N/A,0.125,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9Y6E7,SIRT4,M:PITRM1;M:PMPCA;M:PMPCB;M:ETFA;M:FASTKD5;nsp4:IDE;,6,0,0,0.167,0,0,0,0,0,0,0,0,N/A,0.125,0,0,0,0,0,0,N/A,0,0,0,0,N/A
